date,fips,confirmed,deaths
2020-03-26,13163,0,0
2020-03-26,13165,0,0
2020-03-26,13167,0,0
2020-03-26,13169,1,0
2020-03-26,13171,3,0
2020-03-26,13173,0,0
2020-03-26,13175,7,0
2020-03-26,13177,30,0
2020-03-26,13179,1,0
2020-03-26,13181,1,0
2020-03-26,13183,1,0
2020-03-26,13185,12,0
2020-03-26,13187,4,0
2020-03-26,13189,0,0
2020-03-26,13191,0,0
2020-03-26,13193,1,0
2020-03-26,13195,2,0
2020-03-26,13197,0,0
2020-03-26,13199,1,0
2020-03-26,13201,2,0
2020-03-26,13205,10,0
2020-03-26,13207,3,0
2020-03-26,13209,0,0
2020-03-26,13211,1,0
2020-03-26,13213,0,0
2020-03-26,13215,5,0
2020-03-26,13217,10,0
2020-03-26,13219,7,0
2020-03-26,13221,0,0
2020-03-26,13223,7,0
2020-03-26,13225,5,0
2020-03-26,13227,4,0
2020-03-26,13229,1,0
2020-03-26,13231,0,0
2020-03-26,13233,10,0
2020-03-26,13235,1,0
2020-03-26,13237,0,0
2020-03-26,13239,0,0
2020-03-26,13241,0,0
2020-03-26,13243,1,0
2020-03-26,13245,10,0
2020-03-26,13247,12,0
2020-03-26,13249,0,0
2020-03-26,13251,0,0
2020-03-26,13253,2,0
2020-03-26,13255,11,0
2020-03-26,13257,1,0
2020-03-26,13259,0,0
2020-03-26,13261,5,0
2020-03-26,13263,0,0
2020-03-26,13265,0,0
2020-03-26,13267,2,0
2020-03-26,13269,1,0
2020-03-26,13271,0,0
2020-03-26,13273,5,0
2020-03-26,13275,1,0
2020-03-26,13277,5,0
2020-03-26,13279,1,0
2020-03-26,13281,0,0
2020-03-26,13283,0,0
2020-03-26,13285,10,0
2020-03-26,13287,2,0
2020-03-26,13289,2,0
2020-03-26,13291,0,0
2020-03-26,13293,0,0
2020-03-26,13295,0,0
2020-03-26,13297,0,0
2020-03-26,13299,1,0
2020-03-26,13301,0,0
2020-03-26,13303,2,0
2020-03-26,13305,0,0
2020-03-26,13307,0,0
2020-03-26,13309,0,0
2020-03-26,13311,1,0
2020-03-26,13313,5,0
2020-03-26,13315,0,0
2020-03-26,13317,1,0
2020-03-26,13319,0,0
2020-03-26,13321,5,0
2020-03-26,15001,4,0
2020-03-26,15003,68,0
2020-03-26,15005,0,0
2020-03-26,15007,2,0
2020-03-26,15009,13,0
2020-03-26,16001,39,0
2020-03-26,16003,0,0
2020-03-26,16005,3,0
2020-03-26,16007,0,0
2020-03-26,16009,0,0
2020-03-26,16011,2,0
2020-03-26,16013,66,2
2020-03-26,16015,0,0
2020-03-26,16017,0,0
2020-03-26,16019,0,0
2020-03-26,16021,0,0
2020-03-26,16023,0,0
2020-03-26,16025,0,0
2020-03-26,16027,13,1
2020-03-26,16029,0,0
2020-03-26,16031,1,0
2020-03-26,16033,0,0
2020-03-26,16035,0,0
2020-03-26,16037,1,0
2020-03-26,16039,0,0
2020-03-26,16041,0,0
2020-03-26,16043,1,0
2020-03-26,16045,0,0
2020-03-26,16047,0,0
2020-03-26,16049,1,0
2020-03-26,16051,2,0
2020-03-26,16053,0,0
2020-03-26,16055,9,0
2020-03-26,16057,0,0
2020-03-26,16059,0,0
2020-03-26,16061,0,0
2020-03-26,16063,0,0
2020-03-26,16065,2,0
2020-03-26,16067,0,0
2020-03-26,16069,1,0
2020-03-26,16071,0,0
2020-03-26,16073,0,0
2020-03-26,16075,1,0
2020-03-26,16077,0,0
2020-03-26,16079,0,0
2020-03-26,16081,2,0
2020-03-26,16083,1,0
2020-03-26,16085,1,0
2020-03-26,16087,0,0
2020-03-26,17001,1,0
2020-03-26,17003,0,0
2020-03-26,17005,0,0
2020-03-26,17007,0,0
2020-03-26,17009,0,0
2020-03-26,17011,0,0
2020-03-26,17013,0,0
2020-03-26,17015,0,0
2020-03-26,17017,0,0
2020-03-26,17019,10,0
2020-03-26,17021,1,0
2020-03-26,17023,0,0
2020-03-26,17025,0,0
2020-03-26,17027,4,0
2020-03-26,17029,0,0
2020-03-26,17031,1418,18
2020-03-26,17033,0,0
2020-03-26,17035,1,0
2020-03-26,17037,1,0
2020-03-26,17039,0,0
2020-03-26,17041,1,0
2020-03-26,17043,131,1
2020-03-26,17045,0,0
2020-03-26,17047,0,0
2020-03-26,17049,0,0
2020-03-26,17051,0,0
2020-03-26,17053,0,0
2020-03-26,17055,0,0
2020-03-26,17057,0,0
2020-03-26,17059,0,0
2020-03-26,17061,0,0
2020-03-26,17063,1,0
2020-03-26,17065,0,0
2020-03-26,17067,0,0
2020-03-26,17069,0,0
2020-03-26,17071,0,0
2020-03-26,17073,0,0
2020-03-26,17075,0,0
2020-03-26,17077,1,0
2020-03-26,17079,0,0
2020-03-26,17081,0,0
2020-03-26,17083,0,0
2020-03-26,17085,1,0
2020-03-26,17087,0,0
2020-03-26,17089,38,1
2020-03-26,17091,6,0
2020-03-26,17093,6,0
2020-03-26,17095,0,0
2020-03-26,17097,139,0
2020-03-26,17099,3,0
2020-03-26,17101,0,0
2020-03-26,17103,0,0
2020-03-26,17105,1,0
2020-03-26,17107,1,0
2020-03-26,17109,0,0
2020-03-26,17111,19,1
2020-03-26,17113,8,1
2020-03-26,17115,0,0
2020-03-26,17117,0,0
2020-03-26,17119,3,0
2020-03-26,17121,0,0
2020-03-26,17123,1,0
2020-03-26,17125,0,0
2020-03-26,17127,0,0
2020-03-26,17129,0,0
2020-03-26,17131,0,0
2020-03-26,17133,2,0
2020-03-26,17135,0,0
2020-03-26,17137,0,0
2020-03-26,17139,0,0
2020-03-26,17141,0,0
2020-03-26,17143,4,0
2020-03-26,17145,0,0
2020-03-26,17147,0,0
2020-03-26,17149,0,0
2020-03-26,17151,0,0
2020-03-26,17153,0,0
2020-03-26,17155,0,0
2020-03-26,17157,0,0
2020-03-26,17159,0,0
2020-03-26,17161,3,0
2020-03-26,17163,7,0
2020-03-26,17165,0,0
2020-03-26,17167,5,1
2020-03-26,17169,0,0
2020-03-26,17171,0,0
2020-03-26,17173,0,0
2020-03-26,17175,0,0
2020-03-26,17177,1,0
2020-03-26,17179,0,0
2020-03-26,17181,0,0
2020-03-26,17183,0,0
2020-03-26,17185,0,0
2020-03-26,17187,0,0
2020-03-26,17189,1,0
2020-03-26,17191,0,0
2020-03-26,17193,0,0
2020-03-26,17195,1,0
2020-03-26,17197,40,3
2020-03-26,17199,0,0
2020-03-26,17201,7,0
2020-03-26,17203,3,0
2020-03-26,18001,1,0
2020-03-26,18003,8,1
2020-03-26,18005,6,0
2020-03-26,18007,0,0
2020-03-26,18009,0,0
2020-03-26,18011,7,0
2020-03-26,18013,1,0
2020-03-26,18015,0,0
2020-03-26,18017,0,0
2020-03-26,18019,10,0
2020-03-26,18021,0,0
2020-03-26,18023,0,0
2020-03-26,18025,0,0
2020-03-26,18027,0,0
2020-03-26,18029,3,0
2020-03-26,18031,13,0
2020-03-26,18033,1,0
2020-03-26,18035,7,1
2020-03-26,18037,1,0
2020-03-26,18039,7,0
2020-03-26,18041,3,0
2020-03-26,18043,7,0
2020-03-26,18045,1,0
2020-03-26,18047,13,1
2020-03-26,18049,0,0
2020-03-26,18051,3,0
2020-03-26,18053,3,0
2020-03-26,18055,0,0
2020-03-26,18057,40,0
2020-03-26,18059,9,1
2020-03-26,18061,2,0
2020-03-26,18063,21,0
2020-03-26,18065,0,0
2020-03-26,18067,6,1
2020-03-26,18069,0,0
2020-03-26,18071,2,0
2020-03-26,18073,3,1
2020-03-26,18075,0,0
2020-03-26,18077,0,0
2020-03-26,18079,4,0
2020-03-26,18081,36,3
2020-03-26,18083,0,0
2020-03-26,18085,0,0
2020-03-26,18087,0,0
2020-03-26,18089,31,0
2020-03-26,18091,2,0
2020-03-26,18093,2,0
2020-03-26,18095,4,0
2020-03-26,18097,293,6
2020-03-26,18099,1,0
2020-03-26,18101,0,0
2020-03-26,18103,1,0
2020-03-26,18105,6,0
2020-03-26,18107,2,0
2020-03-26,18109,7,0
2020-03-26,18111,0,0
2020-03-26,18113,1,0
2020-03-26,18115,1,0
2020-03-26,18117,1,0
2020-03-26,18119,4,0
2020-03-26,18121,0,0
2020-03-26,18123,0,0
2020-03-26,18125,0,0
2020-03-26,18127,5,0
2020-03-26,18129,1,0
2020-03-26,18131,0,0
2020-03-26,18133,2,1
2020-03-26,18135,0,0
2020-03-26,18137,11,0
2020-03-26,18139,1,0
2020-03-26,18141,21,0
2020-03-26,18143,1,1
2020-03-26,18145,2,0
2020-03-26,18147,0,0
2020-03-26,18149,1,0
2020-03-26,18151,0,0
2020-03-26,18153,1,0
2020-03-26,18155,0,0
2020-03-26,18157,7,0
2020-03-26,18159,2,0
2020-03-26,18161,0,0
2020-03-26,18163,4,0
2020-03-26,18165,0,0
2020-03-26,18167,3,0
2020-03-26,18169,0,0
2020-03-26,18171,1,0
2020-03-26,18173,3,0
2020-03-26,18175,3,0
2020-03-26,18177,1,0
2020-03-26,18179,1,0
2020-03-26,18181,0,0
2020-03-26,18183,0,0
2020-03-26,19001,1,0
2020-03-26,19003,0,0
2020-03-26,19005,7,0
2020-03-26,19007,1,0
2020-03-26,19009,0,0
2020-03-26,19011,2,0
2020-03-26,19013,5,0
2020-03-26,19015,0,0
2020-03-26,19017,0,0
2020-03-26,19019,1,0
2020-03-26,19021,0,0
2020-03-26,19023,0,0
2020-03-26,19025,0,0
2020-03-26,19027,1,0
2020-03-26,19029,0,0
2020-03-26,19031,4,0
2020-03-26,19033,2,0
2020-03-26,19035,0,0
2020-03-26,19037,0,0
2020-03-26,19039,0,0
2020-03-26,19041,0,0
2020-03-26,19043,1,0
2020-03-26,19045,0,0
2020-03-26,19047,0,0
2020-03-26,19049,7,0
2020-03-26,19051,0,0
2020-03-26,19053,0,0
2020-03-26,19055,0,0
2020-03-26,19057,1,0
2020-03-26,19059,0,0
2020-03-26,19061,6,1
2020-03-26,19063,0,0
2020-03-26,19065,1,0
2020-03-26,19067,0,0
2020-03-26,19069,0,0
2020-03-26,19071,0,0
2020-03-26,19073,0,0
2020-03-26,19075,0,0
2020-03-26,19077,0,0
2020-03-26,19079,0,0
2020-03-26,19081,3,0
2020-03-26,19083,0,0
2020-03-26,19085,3,0
2020-03-26,19087,1,0
2020-03-26,19089,0,0
2020-03-26,19091,0,0
2020-03-26,19093,0,0
2020-03-26,19095,0,0
2020-03-26,19097,0,0
2020-03-26,19099,2,0
2020-03-26,19101,0,0
2020-03-26,19103,49,0
2020-03-26,19105,0,0
2020-03-26,19107,0,0
2020-03-26,19109,1,0
2020-03-26,19111,0,0
2020-03-26,19113,12,0
2020-03-26,19115,0,0
2020-03-26,19117,0,0
2020-03-26,19119,0,0
2020-03-26,19121,0,0
2020-03-26,19123,1,0
2020-03-26,19125,0,0
2020-03-26,19127,0,0
2020-03-26,19129,0,0
2020-03-26,19131,0,0
2020-03-26,19133,1,0
2020-03-26,19135,0,0
2020-03-26,19137,0,0
2020-03-26,19139,6,0
2020-03-26,19141,0,0
2020-03-26,19143,0,0
2020-03-26,19145,1,0
2020-03-26,19147,0,0
2020-03-26,19149,0,0
2020-03-26,19151,0,0
2020-03-26,19153,24,0
2020-03-26,19155,3,0
2020-03-26,19157,4,0
2020-03-26,19159,0,0
2020-03-26,19161,0,0
2020-03-26,19163,7,0
2020-03-26,19165,0,0
2020-03-26,19167,2,0
2020-03-26,19169,2,0
2020-03-26,19171,4,0
2020-03-26,19173,0,0
2020-03-26,19175,0,0
2020-03-26,19177,0,0
2020-03-26,19179,1,0
2020-03-26,19181,1,0
2020-03-26,19183,8,0
2020-03-26,19185,0,0
2020-03-26,19187,0,0
2020-03-26,19189,0,0
2020-03-26,19191,1,0
2020-03-26,19193,2,0
2020-03-26,19195,0,0
2020-03-26,19197,0,0
2020-03-26,20001,0,0
2020-03-26,20003,0,0
2020-03-26,20005,0,0
2020-03-26,20007,0,0
2020-03-26,20009,0,0
2020-03-26,20011,1,0
2020-03-26,20013,0,0
2020-03-26,20015,3,0
2020-03-26,20017,0,0
2020-03-26,20019,0,0
2020-03-26,20021,2,0
2020-03-26,20023,0,0
2020-03-26,20025,0,0
2020-03-26,20027,0,0
2020-03-26,20029,0,0
2020-03-26,20031,0,0
2020-03-26,20033,0,0
2020-03-26,20035,0,0
2020-03-26,20037,3,0
2020-03-26,20039,0,0
2020-03-26,20041,0,0
2020-03-26,20043,1,0
2020-03-26,20045,13,0
2020-03-26,20047,0,0
2020-03-26,20049,0,0
2020-03-26,20051,0,0
2020-03-26,20053,0,0
2020-03-26,20055,0,0
2020-03-26,20057,0,0
2020-03-26,20059,1,0
2020-03-26,20061,0,0
2020-03-26,20063,0,0
2020-03-26,20065,0,0
2020-03-26,20067,0,0
2020-03-26,20069,0,0
2020-03-26,20071,0,0
2020-03-26,20073,0,0
2020-03-26,20075,0,0
2020-03-26,20077,0,0
2020-03-26,20079,0,0
2020-03-26,20081,0,0
2020-03-26,20083,0,0
2020-03-26,20085,1,0
2020-03-26,20087,1,0
2020-03-26,20089,0,0
2020-03-26,20091,59,1
2020-03-26,20093,0,0
2020-03-26,20095,0,0
2020-03-26,20097,0,0
2020-03-26,20099,0,0
2020-03-26,20101,0,0
2020-03-26,20103,12,0
2020-03-26,20105,0,0
2020-03-26,20107,4,0
2020-03-26,20109,0,0
2020-03-26,20111,4,0
2020-03-26,20113,0,0
2020-03-26,20115,0,0
2020-03-26,20117,0,0
2020-03-26,20119,0,0
2020-03-26,20121,0,0
2020-03-26,20123,2,0
2020-03-26,20125,0,0
2020-03-26,20127,2,0
2020-03-26,20129,0,0
2020-03-26,20131,0,0
2020-03-26,20133,1,0
2020-03-26,20135,0,0
2020-03-26,20137,0,0
2020-03-26,20139,0,0
2020-03-26,20141,0,0
2020-03-26,20143,0,0
2020-03-26,20145,0,0
2020-03-26,20147,0,0
2020-03-26,20149,1,0
2020-03-26,20151,0,0
2020-03-26,20153,0,0
2020-03-26,20155,4,0
2020-03-26,20157,0,0
2020-03-26,20159,0,0
2020-03-26,20161,1,0
2020-03-26,20163,0,0
2020-03-26,20165,0,0
2020-03-26,20167,0,0
2020-03-26,20169,0,0
2020-03-26,20171,0,0
2020-03-26,20173,16,0
2020-03-26,20175,0,0
2020-03-26,20177,4,0
2020-03-26,20179,0,0
2020-03-26,20181,0,0
2020-03-26,20183,0,0
2020-03-26,20185,0,0
2020-03-26,20187,0,0
2020-03-26,20189,0,0
2020-03-26,20191,1,0
2020-03-26,20193,0,0
2020-03-26,20195,0,0
2020-03-26,20197,0,0
2020-03-26,20199,0,0
2020-03-26,20201,0,0
2020-03-26,20203,0,0
2020-03-26,20205,0,0
2020-03-26,20207,1,0
2020-03-26,20209,34,2
2020-03-26,21001,0,0
2020-03-26,21003,1,0
2020-03-26,21005,2,1
2020-03-26,21007,0,0
2020-03-26,21009,0,0
2020-03-26,21011,0,0
2020-03-26,21013,0,0
2020-03-26,21015,1,0
2020-03-26,21017,2,1
2020-03-26,21019,0,0
2020-03-26,21021,0,0
2020-03-26,21023,0,0
2020-03-26,21025,2,0
2020-03-26,21027,0,0
2020-03-26,21029,0,0
2020-03-26,21031,0,0
2020-03-26,21033,0,0
2020-03-26,21035,1,0
2020-03-26,21037,1,0
2020-03-26,21039,0,0
2020-03-26,21041,0,0
2020-03-26,21043,0,0
2020-03-26,21045,0,0
2020-03-26,21047,2,0
2020-03-26,21049,2,0
2020-03-26,21051,0,0
2020-03-26,21053,0,0
2020-03-26,21055,0,0
2020-03-26,21057,0,0
2020-03-26,21059,14,0
2020-03-26,21061,0,0
2020-03-26,21063,0,0
2020-03-26,21065,0,0
2020-03-26,21067,28,1
2020-03-26,21069,0,0
2020-03-26,21071,0,0
2020-03-26,21073,2,0
2020-03-26,21075,0,0
2020-03-26,21077,0,0
2020-03-26,21079,0,0
2020-03-26,21081,0,0
2020-03-26,21083,0,0
2020-03-26,21085,0,0
2020-03-26,21087,0,0
2020-03-26,21089,0,0
2020-03-26,21091,0,0
2020-03-26,21093,2,0
2020-03-26,21095,0,0
2020-03-26,21097,10,0
2020-03-26,21099,0,0
2020-03-26,21101,2,0
2020-03-26,21103,0,0
2020-03-26,21105,0,0
2020-03-26,21107,0,0
2020-03-26,21109,0,0
2020-03-26,21111,35,2
2020-03-26,21113,1,0
2020-03-26,21115,0,0
2020-03-26,21117,8,0
2020-03-26,21119,0,0
2020-03-26,21121,0,0
2020-03-26,21123,0,0
2020-03-26,21125,1,0
2020-03-26,21127,0,0
2020-03-26,21129,0,0
2020-03-26,21131,0,0
2020-03-26,21133,0,0
2020-03-26,21135,0,0
2020-03-26,21137,0,0
2020-03-26,21139,0,0
2020-03-26,21141,1,0
2020-03-26,21143,1,0
2020-03-26,21145,2,0
2020-03-26,21147,0,0
2020-03-26,21149,0,0
2020-03-26,21151,2,0
2020-03-26,21153,0,0
2020-03-26,21155,0,0
2020-03-26,21157,0,0
2020-03-26,21159,1,0
2020-03-26,21161,0,0
2020-03-26,21163,0,0
2020-03-26,21165,1,0
2020-03-26,21167,0,0
2020-03-26,21169,0,0
2020-03-26,21171,0,0
2020-03-26,21173,2,0
2020-03-26,21175,0,0
2020-03-26,21177,2,0
2020-03-26,21179,1,0
2020-03-26,21181,0,0
2020-03-26,21183,0,0
2020-03-26,21185,1,0
2020-03-26,21187,0,0
2020-03-26,21189,0,0
2020-03-26,21191,0,0
2020-03-26,21193,0,0
2020-03-26,21195,0,0
2020-03-26,21197,0,0
2020-03-26,21199,3,0
2020-03-26,21201,0,0
2020-03-26,21203,0,0
2020-03-26,21205,0,0
2020-03-26,21207,0,0
2020-03-26,21209,1,0
2020-03-26,21211,0,0
2020-03-26,21213,1,0
2020-03-26,21215,1,0
2020-03-26,21217,0,0
2020-03-26,21219,0,0
2020-03-26,21221,0,0
2020-03-26,21223,0,0
2020-03-26,21225,0,0
2020-03-26,21227,5,0
2020-03-26,21229,0,0
2020-03-26,21231,0,0
2020-03-26,21233,1,0
2020-03-26,21235,0,0
2020-03-26,21237,0,0
2020-03-26,21239,0,0
2020-03-26,22001,3,0
2020-03-26,22003,5,0
2020-03-26,22005,91,1
2020-03-26,22007,5,0
2020-03-26,22009,7,0
2020-03-26,22011,3,0
2020-03-26,22013,1,1
2020-03-26,22015,32,0
2020-03-26,22017,115,1
2020-03-26,22019,15,1
2020-03-26,22021,0,0
2020-03-26,22023,0,0
2020-03-26,22025,1,1
2020-03-26,22027,2,0
2020-03-26,22029,0,0
2020-03-26,22031,11,1
2020-03-26,22033,105,4
2020-03-26,22035,0,0
2020-03-26,22037,4,0
2020-03-26,22039,2,0
2020-03-26,22041,0,0
2020-03-26,22043,1,0
2020-03-26,22045,3,0
2020-03-26,22047,17,1
2020-03-26,22049,1,0
2020-03-26,22051,458,12
2020-03-26,22053,1,0
2020-03-26,22055,30,0
2020-03-26,22057,28,1
2020-03-26,22059,0,0
2020-03-26,22061,3,0
2020-03-26,22063,11,0
2020-03-26,22065,1,0
2020-03-26,22067,3,0
2020-03-26,22069,2,0
2020-03-26,22071,997,46
2020-03-26,22073,19,1
2020-03-26,22075,13,0
2020-03-26,22077,1,0
2020-03-26,22079,25,1
2020-03-26,22081,0,0
2020-03-26,22083,1,0
2020-03-26,22085,0,0
2020-03-26,22087,28,1
2020-03-26,22089,22,2
2020-03-26,22091,0,0
2020-03-26,22093,29,1
2020-03-26,22095,38,2
2020-03-26,22097,5,0
2020-03-26,22099,2,0
2020-03-26,22101,5,0
2020-03-26,22103,89,1
2020-03-26,22105,7,0
2020-03-26,22107,0,0
2020-03-26,22109,21,0
2020-03-26,22111,2,0
2020-03-26,22113,1,0
2020-03-26,22115,2,0
2020-03-26,22117,6,1
2020-03-26,22119,8,1
2020-03-26,22121,8,1
2020-03-26,22123,0,0
2020-03-26,22125,0,0
2020-03-26,22127,1,0
2020-03-26,23001,5,0
2020-03-26,23003,0,0
2020-03-26,23005,90,0
2020-03-26,23007,1,0
2020-03-26,23009,0,0
2020-03-26,23011,6,0
2020-03-26,23013,1,0
2020-03-26,23015,5,0
2020-03-26,23017,8,0
2020-03-26,23019,5,0
2020-03-26,23021,0,0
2020-03-26,23023,4,0
2020-03-26,23025,0,0
2020-03-26,23027,2,0
2020-03-26,23029,0,0
2020-03-26,23031,27,0
2020-03-26,24001,0,0
2020-03-26,24003,41,0
2020-03-26,24005,81,1
2020-03-26,24009,7,0
2020-03-26,24011,1,0
2020-03-26,24013,7,0
2020-03-26,24015,4,0
2020-03-26,24017,10,0
2020-03-26,24019,0,0
2020-03-26,24021,14,0
2020-03-26,24023,3,0
2020-03-26,24025,9,0
2020-03-26,24027,49,0
2020-03-26,24029,1,0
2020-03-26,24031,164,1
2020-03-26,24033,101,2
2020-03-26,24035,2,0
2020-03-26,24037,4,0
2020-03-26,24039,1,0
2020-03-26,24041,1,0
2020-03-26,24043,4,0
2020-03-26,24045,5,0
2020-03-26,24047,2,0
2020-03-26,24510,72,0
2020-03-26,25001,67,1
2020-03-26,25003,73,0
2020-03-26,25005,90,0
2020-03-26,25007,0,0
2020-03-26,25009,247,2
2020-03-26,25011,16,1
2020-03-26,25013,55,1
2020-03-26,25015,17,0
2020-03-26,25017,538,4
2020-03-26,25019,0,0
2020-03-26,25021,292,2
2020-03-26,25023,138,0
2020-03-26,25025,448,2
2020-03-26,25027,166,3
2020-03-26,26001,0,0
2020-03-26,26003,0,0
2020-03-26,26005,1,0
2020-03-26,26007,0,0
2020-03-26,26009,0,0
2020-03-26,26011,0,0
2020-03-26,26013,0,0
2020-03-26,26015,1,0
2020-03-26,26017,4,0
2020-03-26,26019,0,0
2020-03-26,26021,11,0
2020-03-26,26023,0,0
2020-03-26,26025,7,0
2020-03-26,26027,1,0
2020-03-26,26029,4,0
2020-03-26,26031,0,0
2020-03-26,26033,1,0
2020-03-26,26035,1,0
2020-03-26,26037,7,0
2020-03-26,26039,0,0
2020-03-26,26041,0,0
2020-03-26,26043,0,0
2020-03-26,26045,4,0
2020-03-26,26047,2,0
2020-03-26,26049,63,2
2020-03-26,26051,2,0
2020-03-26,26053,0,0
2020-03-26,26055,3,0
2020-03-26,26057,0,0
2020-03-26,26059,5,0
2020-03-26,26061,0,0
2020-03-26,26063,0,0
2020-03-26,26065,22,0
2020-03-26,26067,2,0
2020-03-26,26069,1,0
2020-03-26,26071,0,0
2020-03-26,26073,3,0
2020-03-26,26075,17,0
2020-03-26,26077,10,0
2020-03-26,26079,2,0
2020-03-26,26081,41,1
2020-03-26,26083,0,0
2020-03-26,26085,0,0
2020-03-26,26087,3,0
2020-03-26,26089,1,0
2020-03-26,26091,5,0
2020-03-26,26093,21,1
2020-03-26,26095,0,0
2020-03-26,26097,0,0
2020-03-26,26099,347,11
2020-03-26,26101,1,0
2020-03-26,26103,1,0
2020-03-26,26105,0,0
2020-03-26,26107,1,1
2020-03-26,26109,0,0
2020-03-26,26111,6,0
2020-03-26,26113,1,0
2020-03-26,26115,21,0
2020-03-26,26117,3,0
2020-03-26,26119,0,0
2020-03-26,26121,3,0
2020-03-26,26123,2,0
2020-03-26,26125,668,15
2020-03-26,26127,1,0
2020-03-26,26129,1,0
2020-03-26,26131,0,0
2020-03-26,26133,0,0
2020-03-26,26135,0,0
2020-03-26,26137,7,0
2020-03-26,26139,18,0
2020-03-26,26141,0,0
2020-03-26,26143,1,0
2020-03-26,26145,10,0
2020-03-26,26147,13,0
2020-03-26,26149,0,0
2020-03-26,26151,1,0
2020-03-26,26153,0,0
2020-03-26,26155,1,0
